link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1),,,MPR,truck,Distr.,Volume,TTCs,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,1,1500,47,489.8,13.45862627,-0.728495583,25.08716306,772.6,11.35638977,0.222935707,81.08980422,1260,143.2324192,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,1,1800,47,460.4,14.40720221,-0.687610848,52.52956606,803.6,10.85494889,0.42111779,123.7656286,1264.8,209.3606506,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,1,2000,47,479.8,14.01439516,-0.70023485,57.11909969,784.2,10.66574516,0.296359782,131.0116758,1263,217.1101531,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,2,600,47,15.4,35.98101985,-1.760417769,0,539.2,48.3567569,-0.138258625,0,555,0.594765006,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,2,800,47,23.6,36.21900046,-2.449270326,0,709.2,47.32055819,-0.122939719,0.00058906,733.4,0.799233819,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,2,1000,47,46.6,34.45682022,-3.489891265,0,871.6,44.97517586,-0.194925852,0.002530264,919,1.478036176,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,2,1200,47,105.2,30.30050242,-4.789989442,0,1006.8,39.80388268,-0.165007041,0.248361933,1111.8,4.088326991,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,2,1500,47,396,16.28720922,-1.383067644,19.84459559,881,14.11479638,0.541137723,63.55586813,1275.6,132.5306718,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,2,1800,47,355.2,17.34010467,-1.237769711,45.47798928,929.6,14.35413872,0.69022569,97.46532947,1285.2,188.7486636,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,2,2000,47,350,17.62970382,-1.200858113,44.59890793,943.2,14.46418399,0.74816771,95.43800437,1293.8,191.6115027,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,3,600,47,12.8,35.57777438,-2.931812022,0,541.8,48.16007402,-0.059834089,0,555,0.67961164,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,3,800,47,20.2,35.92610147,-3.036804144,0,712.6,47.18744821,-0.039027385,0,733.6,0.882977075,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,3,1000,47,36,34.68646731,-3.178203639,0,882.2,44.68437824,0.016292011,0.001013244,918.6,1.632089837,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,3,1200,47,83.6,30.64904189,-4.383765265,0,1027.2,39.82169545,0.125424157,0.078011487,1111,4.204826698,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,3,1500,47,321.4,17.99617264,-1.658502573,17.45935143,960,16.42899697,0.774852329,53.21266717,1281.2,125.0966213,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,3,1800,47,308.2,18.50322016,-1.527314297,39.31184104,979.2,16.32524135,0.902447694,87.47356639,1289,181.2795345,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,3,2000,47,305,18.43165859,-1.613095061,41.72405877,980.2,16.04762449,0.850498806,90.6368499,1286.8,188.3374018,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,4,600,47,12.4,35.78809342,-2.644659865,0,542.2,48.18862914,-0.036193216,0,555,0.680781375,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,4,800,47,20.6,36.38181163,-2.719673903,0,712.2,47.25908613,-0.015682206,0,733.6,0.909874276,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,4,1000,47,32.4,34.36698359,-3.125371334,0,885.8,44.57594941,0.10346211,0,918.6,1.749848882,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,4,1200,47,85.8,30.47828176,-4.56320054,0,1024.6,39.66954149,0.197235341,0.241229581,1110.2,4.363841736,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,4,1500,47,317.4,17.99511406,-1.633329105,15.91084092,963.8,16.47084736,0.74976427,53.88249729,1281.6,126.3728917,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,4,1800,47,288.2,19.03502462,-1.8617321,37.69353797,1003.8,17.19386402,0.938955421,82.40759427,1294,176.4127031,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,4,2000,47,296.8,18.4585124,-1.575904106,40.16505357,984.2,16.31040839,0.896777234,91.42098872,1282.4,188.6608732,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,5,600,47,8.4,36.32453138,-1.51924603,0,546.2,47.8308655,0.343695695,0,555.2,0.722087128,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,5,800,47,13,36.50318183,-0.8678415,0,719.8,46.69804993,0.378113889,0,733.8,1.119044781,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,5,1000,47,19.4,33.66661475,-1.74637924,0,898.8,44.29219843,0.57768719,0,918.8,2.221884123,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,5,1200,47,57,29.04937163,-3.123505552,0,1052.8,38.58482128,0.83972178,0.243745944,1109.4,5.885797842,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,5,1500,47,176.2,22.16301098,-2.473946043,7.125858618,1118.4,23.02168938,1.463775574,37.1435866,1294.8,106.7473546,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,5,1800,47,147.6,23.47616275,-2.788111043,18.2836292,1150.2,23.98943943,1.621367232,63.82131357,1298.4,157.6530536,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,5,2000,47,145.8,23.80005861,-2.689251749,21.85675609,1146.8,24.02752033,1.572274065,69.15490715,1294.6,164.7902173,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,6,600,47,7.4,36.09296956,-1.165111607,0,547,48.12645638,0.329561907,0,555.2,0.836957864,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,6,800,47,7.2,35.94291232,-1.370050972,0,725.8,47.01574153,0.462425584,0,733.6,1.25522683,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,6,1000,47,14.6,34.72094503,-2.334180805,0,903.6,44.69712128,0.758342584,0.000913043,918.8,2.571129537,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,6,1200,47,37.2,29.05767086,-2.484719328,0,1073.2,38.97714486,1.153855664,0.246762527,1110.6,7.546373523,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,6,1500,47,144.4,23.39573892,-2.629566954,4.54099074,1140.8,24.40385342,1.668328199,33.15434535,1284.6,102.580765,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,6,1800,47,125,24.08873272,-2.735426462,15.90376432,1161,25.93235196,1.71137556,53.55375369,1286.6,144.3491242,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,6,2000,47,114.6,24.1606292,-2.808056394,14.03304823,1172.4,26.38406771,1.826506967,53.53865286,1287.8,146.9829364,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,7,600,47,8,36.18513264,-1.664837612,0,546.4,48.04847138,0.324971932,0,555.2,0.815230831,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,7,800,47,9.6,35.93248517,-2.343131636,0,723.4,46.94198774,0.411209511,0,733.6,1.218425504,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,7,1000,47,19.6,33.8857598,-2.126138129,0,898.6,44.43488868,0.621486848,0,918.8,2.435030261,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,7,1200,47,48.8,30.00775444,-2.835518953,0,1062.8,39.10609059,0.970820622,0.044058115,1111.8,6.228340261,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,7,1500,47,157.4,23.1111139,-2.885062011,6.615530252,1130.8,23.07545021,1.513615969,37.48200678,1288.2,108.0733831,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,7,1800,47,128,24.11295141,-2.647342133,17.16087799,1156.6,25.33798774,1.693598389,55.16091228,1285.2,146.6901291,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,7,2000,47,131.8,23.66562436,-3.026264927,20.87265076,1150,24.93437972,1.689492465,58.72641814,1281.6,152.9806041,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,8,600,47,7.6,36.09343781,-0.019621642,0,547,48.51817335,0.280333276,0,555.2,0.927373465,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,8,800,47,8.6,36.08222184,-2.004180658,0,724.6,47.40137703,0.455165585,0,733.8,1.468181702,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,8,1000,47,11,35.47541175,-1.399804694,0,907,44.79172897,0.84376802,0,918.6,2.916753888,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,8,1200,47,26,31.63181391,-2.479041069,0,1084,40.11574194,1.266717467,0.049639763,1110.2,8.132609387,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,8,1500,47,80.8,25.09386347,-2.364072906,5.187397702,1183.2,29.45905951,2.059376019,27.45116816,1263.4,103.3315936,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,8,1800,47,68.2,25.58419745,-2.669335866,8.671786132,1194.8,30.43153632,2.112624252,35.47005419,1264,122.679308,,,,,,,,,,
8 : AV-WZ-0.4SRF,0,0.01,0.8,0.2,8,2000,47,77,25.52889274,-2.593647883,8.988476638,1192.4,29.61846193,1.926141579,37.88333234,1269.8,125.4620758,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,1,600,47,12.2,36.77774751,-1.183001231,0,542.4,52.2720258,-1.128106845,0,555,0.50899017,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,1,800,47,22.2,36.74051684,-0.439627218,0,710.8,51.36941359,-0.999637739,0,733,0.604105239,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,1,1000,47,34.2,35.82806851,-2.372629542,0,883.8,50.40494749,-0.987419769,0,918.4,0.731897144,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,1,1200,47,59,34.70449083,-3.758175638,0,1053.2,48.18250726,-0.987418354,0.004104905,1113.8,1.286718788,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,1,1500,47,249.6,23.31794791,-3.958056672,0.583086309,1135.4,36.77883557,-0.892133619,1.622291008,1382.8,9.818869744,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,1,1800,47,583,11.91912179,-0.644152461,40.72180742,889,9.966310856,0.311296608,111.841468,1471.4,177.2881609,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,1,2000,47,602.2,10.95183015,-0.567787902,65.91680493,852.6,9.213990578,0.279106102,153.3338999,1455,223.9791391,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,2,600,47,7.8,36.17434053,-0.643845053,0,546.8,50.6857957,-0.191479503,0,554.8,0.420476148,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,2,800,47,15.2,36.99043291,-0.28721903,0,717.6,49.95407771,-0.178999218,0,733.4,0.539314877,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,2,1000,47,24.2,36.36825444,-1.729572947,0,894,48.82149996,-0.150432413,0,918.8,0.756844031,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,2,1200,47,44.4,35.0526449,-3.321574683,0,1068.4,46.77588945,-0.283482954,0.000348304,1113.8,1.251142983,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,2,1500,47,198.4,25.32194124,-4.489582728,0.129150669,1186.2,36.36618328,-0.274626363,1.13130564,1382.4,8.9589097,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,2,1800,47,507.8,13.49015225,-1.170270944,30.82429611,987.4,12.72317571,0.575433283,90.56609433,1496.2,159.2739739,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,2,2000,47,429.2,15.52923276,-1.225899038,42.64297458,1085,14.03363011,0.756550172,101.7901812,1515.4,189.4845624,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,3,600,47,7,37.14897575,-0.58675361,0,547.6,50.65900618,-0.155922229,0,554.8,0.456555518,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,3,800,47,12.2,37.55615133,0.78397554,0,720.6,49.83626333,-0.125953975,0,733.4,0.59412628,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,3,1000,47,21.2,36.70653681,-1.507290634,0,896.8,48.56502057,-0.077538227,0,918.6,0.907500671,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,3,1200,47,37.4,35.50895187,-2.089486694,0,1075.2,46.37904421,-0.006660827,0,1113.8,1.487252404,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,3,1500,47,110.2,29.6503575,-4.900672319,0,1275.6,39.53531974,-0.072789273,0.333446742,1384.2,5.2863171,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,3,1800,47,375.8,16.66345247,-1.754630574,21.23113824,1155.4,16.9299378,0.980919465,65.04884092,1533.8,138.1588971,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,3,2000,47,321.6,19.15102714,-1.976189958,37.70941277,1232,17.78359393,1.002344836,78.29410608,1555.8,169.6018866,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,4,600,47,7,37.06135222,-0.77684004,0,547.4,50.60716963,-0.14958579,0,554.8,0.471349812,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,4,800,47,12.8,37.78403508,0.911507763,0,720,49.84705431,-0.097733211,0,733.4,0.610961677,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,4,1000,47,21.6,36.53605055,-1.29133136,0,896.4,48.42887513,-0.012358184,0,918.6,0.96401931,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,4,1200,47,35.8,35.58722695,-2.449715747,0,1076.8,46.59073515,0.0183934,0.000178094,1113.8,1.477131985,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,4,1500,47,133.6,28.53707079,-5.099481309,0,1251.8,37.71078606,0.049867,0.268187933,1384.6,6.949009977,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,4,1800,47,387.8,16.18787401,-1.642845774,20.41285261,1136.4,17.07900191,0.87786581,67.01338574,1525.2,138.3885562,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,4,2000,47,331.6,17.72692669,-1.797124074,34.77060274,1212.4,18.40915007,1.191018696,82.44269463,1545.8,172.1918335,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,5,600,47,5,37.14004231,0.075109826,0,549.6,50.20180441,0.174489134,0,555,0.484551099,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,5,800,47,7.4,36.89546187,1.52060008,0,725.4,49.21328759,0.250155892,0,733.4,0.763494315,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,5,1000,47,11,36.68004927,-0.73435267,0,907,48.12308929,0.343523926,0,918.6,1.146405605,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,5,1200,47,21.2,34.91660817,-2.141866154,0,1091.6,46.00110476,0.499577373,0.000162749,1113.6,1.935948533,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,5,1500,47,70.6,29.25661291,-3.875716847,0,1315.4,39.66339465,0.828507899,0.243813793,1385,6.147178537,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,5,1800,47,209.2,21.61005841,-2.280686538,6.247424121,1364,26.29978979,1.707011282,36.5169802,1574.6,101.3894646,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,5,2000,47,146.2,25.65594025,-2.734851144,15.47813339,1448.8,27.85243302,1.966812576,52.39853217,1596,140.8332366,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,6,600,47,4.6,37.06753757,0.075453129,0,550,50.49545993,0.152185419,0,555,0.545846136,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,6,800,47,4.8,36.6796733,0.762448971,0,728,49.56793921,0.249277637,0,733.4,0.805255617,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,6,1000,47,10.2,35.72364431,-1.977255175,0,907.8,48.29067599,0.405201208,0,918.6,1.341478959,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,6,1200,47,12.2,36.19901733,-1.04762921,0,1100.8,46.6472071,0.628643108,0,1113.4,2.085674286,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,6,1500,47,37.8,31.14394677,-3.962059476,0,1348.4,40.87567143,1.148134239,0.000559324,1386,6.167140356,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,6,1800,47,140.4,26.02605365,-2.983898128,5.105883712,1444,28.9816545,1.808839066,20.61954582,1585,74.26212987,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,6,2000,47,93.8,28.53833517,-2.857718063,13.65588439,1499.6,32.8980213,2.072312824,38.87578964,1594.4,122.0100161,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,7,600,47,5.4,36.71001531,-1.004830177,0,549.2,50.45927258,0.137768726,0,555,0.527114661,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,7,800,47,6.2,36.25795129,-0.274323221,0,726.6,49.54493552,0.214806043,0,733.4,0.779932293,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,7,1000,47,12.2,35.34673343,-2.788360553,0,905.8,48.20076919,0.315344017,0,918.6,1.273485257,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,7,1200,47,18.6,35.17694219,-2.805948828,0,1094.4,46.5247566,0.572290542,0,1113.4,1.965335513,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,7,1500,47,52.2,31.82564685,-3.913142167,0,1332.8,40.45130707,0.903475208,0.020645161,1384.8,5.769956922,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,7,1800,47,169.6,25.18968336,-3.303116804,4.061759539,1416.4,27.45123439,1.674099763,21.48835381,1585.8,79.37635971,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,7,2000,47,114.4,27.31398124,-2.922379652,17.38862723,1474.6,30.85194122,2.075487893,40.97572252,1589.4,125.7447243,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,8,600,47,5,36.63731077,1.492950891,0,549.8,50.66111644,0.111705888,0,555,0.646033053,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,8,800,47,5,37.3048106,0.314628112,0,727.8,49.81235267,0.230171185,0,733.4,0.959131285,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,8,1000,47,9.6,37.22726983,0.945686859,0,908.2,48.5000115,0.410200492,0,918.6,1.490855777,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,8,1200,47,13.2,35.85907775,-1.683608041,0,1099.8,47.11220288,0.568351084,0,1113.4,2.333995621,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,8,1500,47,32.4,34.15540239,-1.802265915,0,1354,42.68163348,1.239417941,0.091588663,1385.8,6.533698107,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,8,1800,47,81.6,30.05990068,-2.860538892,1.991398584,1514.8,34.96493089,1.955837023,9.586879768,1595.4,60.71160208,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.78,0.02,8,2000,47,76.8,30.44190525,-3.273427651,7.52469808,1521.4,36.05033887,1.96682331,21.06517013,1598.2,95.35173229,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,1,600,47,13.8,36.01734925,-2.494928183,0,540.6,51.78418092,-1.028064737,0,555,0.60915486,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,1,800,47,25.8,36.33632639,-1.521372868,0,707.2,50.91459744,-0.911171887,0,733,0.698239533,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,1,1000,47,41.4,35.13688086,-2.87604524,0,876.8,49.4052099,-0.886561819,0.000248307,918.4,0.988050116,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,1,1200,47,83.6,32.94451157,-4.468075939,0,1028.8,46.0102167,-0.97347992,0.023079556,1113.8,2.131857068,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,1,1500,47,509.2,11.98015046,-1.656241038,7.234028082,836.2,17.08273574,-0.240285936,27.88616438,1341.4,56.49812077,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,1,1800,47,613.8,9.032123507,-0.474269962,65.54920223,734.2,7.777984783,0.1682319,158.7590574,1345.8,222.7858754,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,1,2000,47,614.6,9.334481197,-0.495796059,73.52660383,742.6,7.969415114,0.091426406,169.3189044,1356.4,240.6194743,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,2,600,47,9.2,35.72672698,-2.870970919,0,545.4,50.31997914,-0.158037498,0,555,0.511599296,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,2,800,47,16.4,36.6886507,-0.785260647,0,716.6,49.63749351,-0.122239411,0,733.4,0.6039297,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,2,1000,47,29.4,36.05053198,-2.152672616,0,888.8,48.05452036,-0.134758363,0,918.6,0.951800908,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,2,1200,47,56.6,33.78275449,-3.808444434,0,1056.2,45.06089063,-0.266107847,0.002171665,1113.8,1.817329754,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,2,1500,47,292.8,19.57508639,-2.999351747,2.830945281,1075.6,28.54519843,-0.165718117,11.44392384,1364.6,32.92935251,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,2,1800,47,487.4,13.20832651,-0.819649422,37.77991101,912.2,11.42385932,0.434903616,112.1185331,1401.8,190.3019062,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,2,2000,47,481.6,13.09438017,-0.8779016,49.56225288,922.6,11.71204465,0.496047515,121.6025742,1404.6,208.3659483,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,3,600,47,9.4,35.45799231,-3.453056877,0,545.2,50.25409798,-0.113476065,0,555,0.57732809,,,,,,,,,,
8 : AV-WZ-0.4SRF,0.19,0.01,0.7,0.1,3,800,47,13.8,36.80440226,-1.765640196,0,719.2,49.43023311,-0.097776684,0,733.4,0.687690843,,,,,,,,,,
