link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1),,,
7 : AV-WZ,0,0.01,0.8,0.2,6,1800,47,256.6,21.77396855,-2.448564196,13.19681678,1062.6,20.41233594,1.182092745,54.99491892,1319.6,144.7716558,,,
7 : AV-WZ,0,0.01,0.8,0.2,6,2000,47,262.8,21.18101483,-2.25533195,15.97078642,1046.2,19.98754724,1.192166337,61.10316073,1309.8,153.0802959,,,
7 : AV-WZ,0,0.01,0.8,0.2,7,600,47,9,36.17675103,-2.930896911,0,545.4,48.09327162,0.244632522,0,555.2,0.804835113,,,
7 : AV-WZ,0,0.01,0.8,0.2,7,800,47,12.6,35.68052356,-2.807321294,0,720.4,47.05521739,0.350379703,0,733.4,1.207766237,,,
7 : AV-WZ,0,0.01,0.8,0.2,7,1000,47,26.8,34.35764706,-1.789429358,0,892,44.83414727,0.532142204,0,919.4,2.15382813,,,
7 : AV-WZ,0,0.01,0.8,0.2,7,1200,47,72,30.71059155,-3.775965983,0,1039.2,38.81463575,0.689693913,0.013349534,1111.8,5.912285636,,,
7 : AV-WZ,0,0.01,0.8,0.2,7,1500,47,290,20.52145345,-2.132726807,4.883473778,1015.2,18.76726525,0.974003315,34.07945791,1305,96.46635343,,,
7 : AV-WZ,0,0.01,0.8,0.2,7,1800,47,277.8,21.09389335,-2.384355611,15.16084705,1040.4,19.25054902,1.107969106,56.63059055,1317.8,146.7439566,,,
7 : AV-WZ,0,0.01,0.8,0.2,7,2000,47,273.2,20.98529833,-2.24968926,16.90116896,1034.4,19.12884154,1.115344172,61.92455036,1309,154.4216528,,,
7 : AV-WZ,0,0.01,0.8,0.2,8,600,47,8.2,36.19292706,-1.047836147,0,546.4,48.5045924,0.229489911,0,555,0.854175553,,,
7 : AV-WZ,0,0.01,0.8,0.2,8,800,47,11.2,37.18945239,-0.910870502,0,722,47.57798469,0.368839764,0,733.4,1.328746666,,,
7 : AV-WZ,0,0.01,0.8,0.2,8,1000,47,20.6,35.93864098,-1.896664457,0,897.4,45.5038782,0.549712876,0,918.8,2.297820483,,,
7 : AV-WZ,0,0.01,0.8,0.2,8,1200,47,48,32.5690932,-2.159801555,0,1063.8,40.31620881,0.992879522,0.000238971,1112.4,6.407325097,,,
7 : AV-WZ,0,0.01,0.8,0.2,8,1500,47,181.2,24.27829064,-2.679337331,2.570700096,1118.8,24.91562688,1.499798358,22.73587891,1299.6,86.01258693,,,
7 : AV-WZ,0,0.01,0.8,0.2,8,1800,47,189.6,22.81356217,-2.653993358,6.564795611,1107.2,23.72358964,1.408299459,41.38620215,1296.8,127.8002548,,,
7 : AV-WZ,0,0.01,0.8,0.2,8,2000,47,191.8,22.74207295,-2.485096045,6.481412269,1106,23.46357046,1.392640961,42.63645856,1297.2,129.9257772,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,1,600,47,14,36.39637356,-1.659720773,0,540.6,52.11099372,-1.005077405,0,555,0.502262193,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,1,800,47,26,36.18998403,-2.103298352,0,707,51.05145406,-0.903858718,0,733.2,0.636893781,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,1,1000,47,41.4,36.24098203,-2.775827221,0,876.8,49.91716467,-0.878704851,0,918.4,0.821176268,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,1,1200,47,76.6,33.85822599,-4.931044228,0,1035.6,47.32523614,-0.997483928,0.000310078,1113.8,1.517025358,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,1,1500,47,335.8,19.71914874,-3.741300451,1.744484797,1044.8,31.99084383,-0.781709799,3.724175364,1377.4,16.3744303,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,1,1800,47,664.8,8.074801927,-0.410946272,71.57076325,765.8,7.763243216,0.090353951,140.0111671,1428.4,203.4914825,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,1,2000,47,667.8,8.315760095,-0.297136208,86.4151721,769.8,7.895677847,0.129572979,163.9244483,1438.4,236.1100731,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,2,600,47,9.2,36.80127375,-1.369640015,0,545.4,50.78479112,-0.190721536,0,554.8,0.415494908,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,2,800,47,17.8,36.89174544,-1.220135621,0,715,49.91578265,-0.188809668,0,733.2,0.566697508,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,2,1000,47,28.8,36.24490366,-2.585304725,0,889.2,48.60385818,-0.199998442,0,918.6,0.864242922,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,2,1200,47,57.2,34.74683414,-3.566899086,0,1055.6,46.50751376,-0.338945921,0.000353488,1113.8,1.449497853,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,2,1500,47,212.4,26.03592229,-5.061100389,0.186313592,1172.6,35.16360445,-0.451950217,0.644592733,1383.6,8.500258721,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,2,1800,47,637,9.302784079,-0.513735022,38.26566215,817.4,8.66064636,0.133658732,121.7777458,1452.8,183.2256891,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,2,2000,47,629.6,9.371936033,-0.489273264,56.56863281,823.4,8.528415247,0.185633898,153.8375003,1452.8,224.0466501,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,3,600,47,8.4,36.6203208,-1.936050716,0,546.2,50.69586796,-0.155358494,0,554.8,0.455408863,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,3,800,47,16,37.16592292,-1.010561222,0,716.8,49.72926805,-0.112277838,0,733.2,0.645489379,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,3,1000,47,23.8,36.44180373,-1.958652775,0,894.2,48.55908778,-0.140299114,0,918.6,0.885480158,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,3,1200,47,52,35.21919289,-3.635810425,0,1060.6,46.42021408,-0.215487292,0.000574074,1113.8,1.530571801,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,3,1500,47,167.8,26.86510452,-4.741986001,0.233034826,1217.4,36.95976351,-0.174276937,0.725223022,1384.4,7.95624892,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,3,1800,47,558.2,12.68724962,-1.055950697,29.3402964,941.4,11.3696323,0.357197712,90.91042054,1500,158.3634743,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,3,2000,47,570,11.45684954,-0.793117963,41.44494317,914.2,10.47089327,0.32689062,125.0732808,1485.2,204.2341193,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,4,600,47,8.2,36.5078359,-2.04931511,0,546.4,50.65712105,-0.173020842,0,554.8,0.46442863,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,4,800,47,16,37.26446766,-0.6714186,0,716.8,49.75097946,-0.091592074,0,733.2,0.653808132,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,4,1000,47,25.6,36.14229209,-3.066591659,0,892.4,48.46390287,-0.079319663,0,918.6,0.946375639,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,4,1200,47,48.2,35.15707688,-3.628048941,0,1064.4,46.27407552,-0.162784253,1.81E-05,1113.8,1.580075058,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,4,1500,47,137.6,28.2823087,-4.912079689,0.336018138,1247.4,38.60582085,-0.202989539,0.299701339,1384.2,6.263380868,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,4,1800,47,576.2,12.11031007,-0.834508041,28.90075079,908.4,10.88321762,0.201495006,98.95477197,1481.2,165.1445606,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,4,2000,47,556.2,12.05748221,-0.788557522,39.35318599,933,10.96174846,0.300807111,125.5778611,1488.8,203.5781569,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,5,600,47,5.6,36.36369064,-1.163072347,0,549,50.35418012,0.128608329,0,555,0.450853872,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,5,800,47,10.2,37.06106316,-0.432271157,0,722.6,49.42581105,0.16014976,0,733.2,0.703324834,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,5,1000,47,15.8,36.45166411,-0.942797922,0,902.2,48.34275793,0.257205652,0,918.6,1.074401129,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,5,1200,47,28,35.28000763,-2.788304913,0,1084.8,46.3236332,0.290315601,0.000324032,1113.6,1.740560253,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,5,1500,47,98.2,29.64198183,-4.495869844,0,1287,38.78646415,0.431383774,0.265338149,1383.8,6.145075568,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,5,1800,47,390.6,17.10964895,-2.090138238,8.121307337,1158.2,18.0265758,0.80509608,50.13316634,1547,114.84416,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,5,2000,47,353.6,19.65371518,-2.137446751,18.00516911,1237.6,18.67953363,0.876233252,67.02591172,1594,155.5069175,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,6,600,47,4.2,36.60797454,-0.508595847,0,550.4,50.57855472,0.125437817,0,555,0.558258179,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,6,800,47,6.8,36.06529727,-1.846566936,0,726,49.53863336,0.23633743,0,733.2,0.872022221,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,6,1000,47,15.2,35.07264553,-2.786661911,0,902.8,48.21169279,0.283135268,0,918.6,1.319714596,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,6,1200,47,25,35.19560386,-3.744704861,0,1088,46.5294179,0.455735065,0,1113.6,2.042275729,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,6,1500,47,65.8,32.00622247,-3.738934205,0,1319.2,40.36254191,0.752113488,0.000954617,1385.4,5.877223714,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,6,1800,47,278,21.66930947,-2.7184187,3.176655886,1311.6,22.38204666,0.96332793,21.8416754,1588.6,74.03553085,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,6,2000,47,312.6,20.09584551,-2.228632543,12.26981599,1267.4,20.23481084,1.022945267,60.35167428,1580.4,145.6302728,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,7,600,47,4.8,36.3860557,-2.206891434,0,549.8,50.5643142,0.10867169,0,555,0.539838457,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,7,800,47,8.2,36.89732592,-1.017362792,0,724.6,49.59571775,0.194507418,0,733.2,0.822454248,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,7,1000,47,16.6,34.95861019,-2.843178706,0,901.4,48.21942583,0.248047428,0,918.6,1.261217799,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,7,1200,47,32.2,35.44661944,-3.352963853,0,1080.6,46.38566377,0.332639869,0.00023701,1113.6,1.98929239,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,7,1500,47,78.8,32.21546481,-3.66844563,0,1306.4,40.0195763,0.575208848,0.004025452,1384.6,5.467439698,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,7,1800,47,297.8,21.6720211,-2.880344813,3.871979707,1288.2,22.12958403,0.938694166,26.29802471,1585.4,79.75507689,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,7,2000,47,329.2,19.29814541,-2.09823533,12.19854493,1247.4,19.63212968,1.002549898,62.40658193,1578,147.7617791,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,8,600,47,4.6,36.17651371,0.482728098,0,550.2,50.71889156,0.075693139,0,554.8,0.594153122,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,8,800,47,7.4,36.96178611,-0.962140075,0,725.4,49.94380993,0.17438707,0,733.2,0.90855035,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,8,1000,47,14.4,36.88824482,-0.844768036,0,903.4,48.61237211,0.227009718,0,918.6,1.366068428,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,8,1200,47,19.6,36.04650944,-2.449634208,0,1093.4,46.80856034,0.42837647,0.000209607,1113.6,2.20803293,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,8,1500,47,48.2,33.339422,-3.359165219,0,1337.8,41.67310084,0.899585185,0.0006231,1385.8,6.103880017,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,8,1800,47,175.6,26.74760953,-3.027402712,1.488858058,1432.6,28.94966782,1.410315824,9.620633155,1607.8,55.99812032,,,
7 : AV-WZ,0.19,0.01,0.78,0.02,8,2000,47,199.6,25.02926406,-3.126132672,5.033219964,1406.6,26.80480871,1.365273213,30.55302536,1606.8,109.9537482,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,1,600,47,17.8,35.47759868,-3.775955319,0,536.8,51.59853448,-0.936236748,0,555,0.644753209,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,1,800,47,30.6,36.09966004,-2.897424397,0,702.4,50.48503298,-0.809910963,0,733.2,0.755730013,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,1,1000,47,52.4,34.42623278,-3.588466052,0,865.8,48.552686,-0.84272479,2.30E-05,918.4,1.236458527,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,1,1200,47,95.4,32.91156715,-4.488523755,0,1017,45.48218461,-0.882748724,0.005298133,1114,2.176574348,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,1,1500,47,491.6,12.19993566,-1.651444085,10.2600375,859.8,19.11949907,-0.396297972,21.12907259,1345.8,50.05311218,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,1,1800,47,626.6,8.423754232,-0.360051517,77.31630637,732,7.75281296,0.117748781,154.5060003,1358.2,225.3412442,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,1,2000,47,633.6,7.869953665,-0.356134995,91.92838079,721.6,7.535715088,0.122515724,170.9585282,1354.6,245.8826271,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,2,600,47,10.2,35.83267677,-3.599626412,0,544.4,50.46661389,-0.146015742,0,555,0.503722797,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,2,800,47,20.2,36.13796409,-1.989099203,0,712.8,49.41963227,-0.151310516,0.000555556,733.2,0.702214116,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,2,1000,47,36.6,35.59875655,-3.340442096,0,881.6,47.81907391,-0.208507291,0.000201794,918.6,1.071172137,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,2,1200,47,76.2,33.01060863,-4.460981383,0,1036.6,44.55717081,-0.365479586,0.002221288,1113.4,2.188509894,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,2,1500,47,344,16.70864232,-2.671313213,3.230734378,1016.4,27.5730688,-0.279965355,12.94680891,1356,34.127327,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,2,1800,47,593.2,9.127640975,-0.462268414,48.0454724,781,8.64078266,0.086952686,133.7306721,1372.2,205.4047399,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,2,2000,47,588.6,9.462707914,-0.470068795,55.6494853,784,8.468922265,0.138194289,150.4930384,1371.8,226.0422559,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,3,600,47,10,35.32313458,-4.356224991,0,544.6,50.30833281,-0.125052199,0,555,0.582866602,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,3,800,47,17.4,36.33270837,-2.1216389,0,715.6,49.33369039,-0.123505763,0,733.2,0.746436858,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,3,1000,47,32.6,35.21202954,-3.383735125,0,885.6,47.71746293,-0.124215906,0,918.6,1.167784804,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,3,1200,47,67.2,33.53462207,-3.970299401,0,1045.4,44.29517561,-0.230387903,0,1113.8,2.277975663,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,3,1500,47,330.6,17.85219576,-2.93260289,3.049513966,1033.6,27.18408639,-0.092501853,12.53300365,1360,33.89540349,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,3,1800,47,563.8,10.52386885,-0.641232669,38.58974451,822,9.407645832,0.19109945,123.9122605,1385.2,198.6438231,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,3,2000,47,598.2,9.276794985,-0.534937236,46.59427285,767.2,8.026849583,0.117949131,154.7346046,1365.4,227.5237761,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,4,600,47,9.4,36.16318648,-2.988687592,0,545.2,50.39163928,-0.110717487,0,555,0.542185384,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,4,800,47,17.8,36.17347335,-2.008815617,0,715.2,49.36219034,-0.11149068,0,733.2,0.758595391,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,4,1000,47,30.4,34.91986827,-3.429684069,0,887.8,47.61431428,-0.072089304,0,918.6,1.22105774,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,4,1200,47,60.8,33.56457469,-4.326786417,0,1051.8,44.3842329,-0.122877783,0.00183095,1113.8,2.272243479,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,4,1500,47,324,17.41899491,-2.917316419,2.832403634,1034.6,27.13383363,-0.115738367,13.79340565,1353.2,35.11390776,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,4,1800,47,561.8,10.21833897,-0.645674884,41.63687539,811.2,9.481664198,0.240498188,131.8906442,1371,203.538037,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,4,2000,47,553.4,11.03543037,-0.63707594,44.87189678,836.2,9.697186139,0.230640049,136.4716529,1389.8,215.9422013,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,5,600,47,5.6,35.79578595,-2.018041151,0,549,50.20333749,0.169257429,0,555.2,0.509864302,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,5,800,47,11.4,36.62728668,-1.102496355,0,721.6,49.17849228,0.15078444,0,733.4,0.756700225,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,5,1000,47,16.8,35.23987711,-3.44925737,0,901.4,47.59854994,0.261598424,0,918.6,1.27939449,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,5,1200,47,39.2,34.10334816,-3.327258245,0,1073.6,44.63381815,0.421841517,0.002296564,1113.6,2.45368928,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,5,1500,47,196.4,23.74916469,-3.765177594,0.389809079,1184,31.92050956,0.484217857,3.770820529,1378.4,18.02884921,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,5,1800,47,397.2,15.87986927,-1.495446027,18.21216002,1050,15.44630675,0.677944761,83.68906767,1448,165.4329391,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,5,2000,47,410,15.89257274,-1.428364441,23.69216806,1043.6,14.78770939,0.596630446,93.79951024,1453.2,181.4458255,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,6,600,47,5.6,36.70664884,-2.039674472,0,548.8,50.30741253,0.123845116,0,555.2,0.643715113,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,6,800,47,7.2,35.98075158,-2.804723295,0,725.8,49.29494666,0.249458575,0,733.4,0.941323962,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,6,1000,47,17.2,35.50835008,-2.766789914,0,901,47.62039195,0.333945527,0,918.6,1.522682244,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,6,1200,47,23.6,33.35274619,-3.804339785,0,1089.4,45.20302202,0.518752527,0.000272975,1113.6,2.700776844,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,6,1500,47,119.6,26.80486541,-3.016840493,0.032021277,1267.2,34.96173984,0.836458689,1.641996061,1386.4,14.79994788,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,6,1800,47,356.6,17.04332483,-1.718764453,11.35282974,1094.6,16.45923712,0.765287015,70.39314037,1449.6,151.8706496,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,6,2000,47,382,16.71145711,-1.604556999,12.97835573,1076.2,15.83900789,0.66294437,81.33823519,1456,167.6714812,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,7,600,47,6.4,36.15119599,-2.275907292,0,548,50.33311608,0.107869403,0,555.2,0.611703957,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,7,800,47,8.2,35.29852056,-2.884233712,0,724.8,49.22559498,0.220475115,0,733.4,0.930054482,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,7,1000,47,19.4,35.54342542,-2.35638482,0,898.8,47.66131447,0.251640084,0,918.6,1.4310817,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,7,1200,47,31.2,33.14350412,-3.530196171,0,1081.6,44.77667723,0.379307178,0.002223296,1113.6,2.654739554,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,7,1500,47,135.6,27.32459281,-3.659556443,0,1251,33.91365713,0.695331807,1.242829146,1385.6,13.60342197,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,7,1800,47,396.2,16.13472742,-1.512854954,12.65779395,1054.8,14.85738992,0.573347723,72.25069925,1448.8,150.6455191,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,7,2000,47,406.2,15.88707531,-1.349930033,14.7411918,1039.6,14.42111343,0.573951673,87.77291797,1443.8,172.5022531,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,8,600,47,5.4,36.55737953,-1.151226893,0,549.2,50.51217998,0.100837365,0,555,0.69573738,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,8,800,47,7,36.05461198,-2.744673944,0,726,49.6635675,0.185267579,0,733.4,1.017225426,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,8,1000,47,13.8,35.67673206,-2.17629669,0,904.2,47.96863646,0.29623774,0,918.6,1.651778513,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,8,1200,47,25,34.41009003,-2.79419909,0,1088,45.26442372,0.548089367,0,1113.6,3.105783557,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,8,1500,47,79.4,30.46311987,-2.586952201,0,1307.8,37.70599131,1.10614206,0.18105206,1386.4,10.82793092,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,8,1800,47,204.8,23.26812961,-2.683230534,4.119974233,1297.8,24.03535568,1.346353539,30.30989933,1502.4,108.7712942,,,
7 : AV-WZ,0.19,0.01,0.7,0.1,8,2000,47,212,22.72461419,-2.718627497,5.67625524,1284.2,23.6910613,1.419004581,40.04927155,1496,126.3458707,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,1,600,47,20.2,35.91193933,-4.204587814,0,534.4,51.11930069,-0.874134919,0,554.8,0.794077274,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,1,800,47,33.8,35.14525813,-4.217947351,0,699.2,49.78880162,-0.776703712,0.000282486,733.2,1.00286742,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,1,1000,47,62.6,33.29483268,-5.174545161,0,855.6,47.13786161,-0.80185514,0.001078108,919,1.701177146,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,1,1200,47,140.6,29.29763424,-4.9815687,0.077261155,971,41.91404213,-0.937135129,0.166884923,1110.8,4.284229144,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,1,1500,47,582.2,8.395795778,-0.547043761,39.13235884,693.6,8.155634873,0.093753959,87.93004698,1272.4,140.7687018,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,1,1800,47,594,7.716408097,-0.323543281,87.6545929,678.8,7.357509588,0.102251262,168.8562932,1272.4,241.4756442,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,1,2000,47,599.2,7.676823707,-0.323932376,89.69885083,676,7.389385357,0.091080807,175.4085733,1276.2,251.1314832,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,2,600,47,14,35.30415274,-4.242794748,0,540.6,50.15878662,-0.137838994,0,555,0.612245572,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,2,800,47,21,35.5865879,-3.360213516,0,712.2,49.33939346,-0.133507987,0,733.2,0.753229573,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,2,1000,47,43,34.48939722,-4.424286358,0,875.2,46.8511001,-0.267043431,0.000758082,918.8,1.434624958,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,2,1200,47,94,30.64995049,-4.912864154,0.007142857,1018.8,42.33197066,-0.318486189,0.087993648,1113.4,3.476820506,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,2,1500,47,515.8,9.778842799,-0.944027716,20.83839237,768.4,11.62996605,-0.101217849,67.8788714,1279.8,115.157705,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,2,1800,47,577.4,8.153361472,-0.417280565,54.95839741,703.8,7.536133689,0.063871338,159.7615946,1280.8,230.7998387,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,2,2000,47,582.6,8.35602273,-0.360695669,55.50800009,705.8,7.449080078,0.033972193,165.0809072,1289.4,239.3735664,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,3,600,47,14.4,34.96171964,-4.368657038,0,540.2,49.89706863,-0.135158244,0,555,0.708896025,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,3,800,47,19,36.55529838,-2.542645497,0,714.2,49.13585176,-0.128625704,0,733.4,0.821168759,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,3,1000,47,34,34.89979551,-3.719862063,0,884.2,47.24583284,-0.096023078,0,918.8,1.312702135,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,3,1200,47,73.8,30.92581472,-5.22403272,0.000190476,1039,43.04035412,-0.232497386,0.03852479,1113,3.085706496,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,3,1500,47,453,12.07568964,-1.389813873,16.74877237,844.2,15.88333063,0.01264024,59.25323248,1293.8,102.7656047,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,3,1800,47,539.2,9.831801659,-0.650221311,39.20186813,766.2,9.113628711,0.230186497,135.0304994,1303.6,212.1821285,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,3,2000,47,544.8,9.783195683,-0.560194645,44.91268368,760.4,8.873958736,0.216623728,146.5851556,1305.2,225.7911258,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,4,600,47,13.2,34.89779099,-4.501739825,0,541.4,49.91561451,-0.092521702,0,555,0.696127951,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,4,800,47,18.4,36.50868389,-2.214810399,0,714.8,49.14022571,-0.101910335,0.000277393,733.4,0.817377433,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,4,1000,47,32.8,34.15947172,-3.769138507,0,885.4,46.92927128,-0.060855116,0,918.6,1.429422664,,,
